DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.0,4.76887671,1.93e-05,-1.93e-05,132.09888,0.00331,-0.00331,0.654,0.027,-0.493,1.672,0.115,-0.115,116.0,7.3,-7.3,2.11,0.39,-0.67,1532.0,1303.61,733.42,-759.98,20.0,1.0,6063.0,163.0,-163.0,3.926,0.308,-0.103,1.855,0.344,-0.59,294.50977,40.726452,13.388,0,0
0.871,6.810823723,1.01e-06,-1.01e-06,136.04667,0.000115,-0.000115,0.57,0.011,-0.01,7.98574,0.00861,-0.00861,14400.0,12.0,-12.0,26.06,6.36,-9.53,1626.0,1656.16,1245.3,-1094.83,1441.9,1.0,7226.0,228.0,-304.0,3.967,0.315,-0.135,2.079,0.507,-0.76,299.10281,47.377781,12.628,1,1
1.0,2.53475568,7.43e-06,-7.43e-06,132.68024,0.00275,-0.00275,0.878,0.017,-0.622,4.5716,0.0706,-0.0706,463.0,10.2,-10.2,2.02,0.48,-0.21,1218.0,519.95,387.24,-152.89,51.3,1.0,5662.0,186.0,-186.0,4.532,0.077,-0.143,0.806,0.192,-0.082,298.11121,41.758331,15.341,1,2
1.0,3.886655224,7.82e-06,-7.82e-06,169.73814,0.00155,-0.00155,0.649,0.053,-0.476,3.1646,0.0604,-0.0604,582.0,13.9,-13.9,1.87,0.36,-0.15,1010.0,246.29,141.54,-59.99,48.1,1.0,5662.0,153.0,-153.0,4.61,0.032,-0.12,0.738,0.14,-0.06,288.72665,44.60751,15.371,1,1
0.0,17.90766147,3.76e-05,-3.76e-05,175.55977,0.00176,-0.00176,0.978,0.081,-0.02,5.396,0.111,-0.111,1090.0,18.7,-18.7,4.89,1.59,-0.53,731.0,67.59,64.58,-20.61,78.4,1.0,6153.0,165.0,-202.0,4.471,0.054,-0.216,0.993,0.324,-0.108,296.10959,51.005501,14.162,0,0
1.0,42.63427848,7.67e-05,-7.67e-05,141.16954,0.00151,-0.00151,0.142,0.189,-0.142,6.1998,0.0535,-0.0535,1720.0,22.8,-22.8,5.22,0.78,-1.03,615.0,33.82,14.47,-13.79,78.7,2.0,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237,1,2
0.982,1.311558909,5.76e-06,-5.76e-06,131.53283,0.00398,-0.00398,0.218,0.246,-0.218,1.919,0.12,-0.12,141.0,9.7,-9.7,1.15,0.35,-0.12,1655.0,1776.99,1616.1,-534.48,17.2,1.0,5926.0,164.0,-205.0,4.501,0.039,-0.221,0.963,0.297,-0.099,288.88663,44.83955,15.371,1,2
0.0,1.316398648,5.66e-06,-5.66e-06,132.2998,0.00352,-0.00352,0.392,0.068,-0.392,1.169,0.148,-0.148,183.0,18.8,-18.8,1.09,0.11,-0.12,1374.0,842.93,306.37,-252.57,13.1,1.0,5088.0,153.0,-153.0,4.508,0.088,-0.064,0.806,0.081,-0.089,285.88486,45.380138,15.797,0,0
1.0,26.524553,0.000253,-0.000253,156.16784,0.0075,-0.0075,0.218,0.257,-0.218,2.359,0.253,-0.253,175.0,20.1,-20.1,2.19,1.39,-1.13,695.0,55.06,109.86,-43.67,10.2,1.0,4995.0,149.0,-149.0,3.954,0.617,-0.332,1.703,1.076,-0.88,295.78586,40.479771,13.681,0,0
0.0,0.960843605,3.7e-06,-3.7e-06,131.7739,0.00316,-0.00316,1.143,0.951,-0.126,3.22,0.195,-0.195,142.0,6.8,-6.8,19.15,5.4,-2.69,1904.0,3120.32,2604.65,-1123.24,25.5,1.0,5708.0,160.0,-200.0,4.378,0.087,-0.188,1.129,0.318,-0.159,295.55756,46.172241,14.92,0,0
1.0,4.783002698,5.43e-06,-5.43e-06,170.508434,0.000943,-0.000943,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1010.0,16.6,-16.6,2.5,0.34,-0.19,886.0,145.48,66.39,-35.12,70.6,1.0,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.807,0.111,-0.06,287.09399,39.060719,15.119,1,1
0.0,6.399107136,2.14e-07,-2.14e-07,134.7016363,2.74e-05,-2.74e-05,0.245,0.002,-0.002,5.21981,0.00196,-0.00196,377000.0,133.0,-133.0,59.15,15.4,-7.72,1031.0,266.9,204.73,-88.01,4322.4,1.0,6133.0,164.0,-182.0,4.435,0.116,-0.174,0.935,0.244,-0.122,283.07404,41.540878,13.718,0,0
0.0,351.2878737,0.000104,-0.000104,207.294303,0.000207,-0.000207,0.712,0.011,-0.01,11.2066,0.0169,-0.0169,135000.0,222.0,-222.0,38.47,10.7,-3.54,252.0,0.96,0.77,-0.27,1002.8,1.0,5911.0,158.0,-193.0,4.519,0.046,-0.184,0.914,0.253,-0.084,295.4931,43.99353,15.703,0,0
0.994,4.32710895,1.76e-05,-1.76e-05,133.40886,0.00328,-0.00328,1.158,6.804,-0.126,1.387,0.175,-0.175,109.0,10.5,-10.5,26.6,9.95,-12.2,1397.0,900.23,1013.19,-662.54,12.9,1.0,5776.0,174.0,-157.0,4.018,0.518,-0.222,1.455,0.544,-0.665,291.50122,47.74773,13.404,1,1
0.159,267.911652,0.00607,-0.00607,160.2278,0.0184,-0.0184,0.016,0.449,-0.016,4.124,0.554,-0.554,695.0,120.0,-120.0,2.38,0.61,-0.37,257.0,1.03,0.82,-0.39,7.7,1.0,5291.0,185.0,-185.0,4.423,0.136,-0.221,0.926,0.234,-0.144,293.94141,39.642658,15.204,0,0
0.0,1.09206792,1.14e-05,-1.14e-05,132.1066,0.0112,-0.0112,0.378,0.09,-0.378,1.646,0.309,-0.309,106.0,18.1,-18.1,0.74,0.07,-0.05,1320.0,715.46,245.96,-163.68,7.7,2.0,4856.0,144.0,-144.0,4.609,0.027,-0.054,0.728,0.068,-0.049,295.54388,44.12537,15.924,0,0
1.0,12.53248222,2.23e-05,-2.23e-05,170.76535,0.00137,-0.00137,0.668,0.05,-0.481,4.0168,0.0646,-0.0646,1150.0,19.7,-19.7,3.24,0.94,-0.32,775.0,85.15,72.99,-24.49,66.7,1.0,5997.0,162.0,-198.0,4.522,0.048,-0.192,0.904,0.264,-0.088,290.06799,46.57914,15.485,1,2
0.0,0.559517155,1.38e-06,-1.38e-06,132.07411,0.00247,-0.00247,0.328,0.146,-0.328,0.596,0.108,-0.108,57.9,6.0,-6.0,1.04,0.31,-0.18,2762.0,13839.66,11945.03,-5621.3,12.7,1.0,6462.0,155.0,-214.0,4.266,0.128,-0.192,1.309,0.395,-0.23,298.27521,39.850971,13.741,0,0
0.0,10.90962154,1.1e-05,-1.1e-05,135.36692,0.00131,-0.00131,0.146,0.006,-0.005,17.8024,0.0118,-0.0118,500000.0,341.0,-341.0,149.1,99.6,-110.0,1127.0,381.27,835.21,-357.61,2345.1,1.0,5323.0,186.0,-167.0,3.714,0.96,-0.32,2.064,1.378,-1.516,283.98358,45.284752,14.096,0,0
0.988,71.05457555,5.19e-05,-5.19e-05,134.734589,0.000554,-0.000554,0.061,0.283,-0.061,1.9162,0.0246,-0.0246,4850.0,60.6,-60.6,5.91,1.22,-0.81,390.0,5.45,3.49,-1.86,95.9,1.0,5290.0,159.0,-159.0,4.46,0.116,-0.231,0.865,0.179,-0.119,298.96829,40.797352,14.71,1,1
0.0,1.08908149,1.42e-05,-1.42e-05,132.0192,0.014,-0.014,0.31,0.149,-0.31,2.262,0.251,-0.251,131.0,15.5,-15.5,0.69,0.04,-0.08,1131.0,386.2,123.02,-124.33,9.9,1.0,4327.0,152.0,-167.0,4.639,0.06,-0.024,0.614,0.044,-0.067,287.9549,46.298271,15.597,0,0
0.0,8.667822346,6.02e-06,-6.02e-06,137.341841,0.000572,-0.000572,1.276,0.375,-0.159,4.9658,0.0273,-0.0273,2120.0,13.6,-13.6,67.37,16.4,-30.5,1303.0,681.39,505.26,-502.55,187.6,1.0,6266.0,189.0,-207.0,3.923,0.443,-0.148,1.889,0.46,-0.854,299.39972,45.316051,13.03,0,0
1.0,6.8731664,2.17e-06,-2.17e-06,172.518826,0.00024,-0.00024,0.055,0.132,-0.055,6.8569,0.0132,-0.0132,3750.0,8.4,-8.4,13.44,1.02,-1.12,1482.0,1140.56,288.6,-256.49,535.5,1.0,6490.0,129.0,-129.0,3.942,0.055,-0.049,2.179,0.166,-0.182,296.81369,47.526611,14.588,1,2
1.0,21.86965714,8.31e-05,-8.31e-05,140.29513,0.0031,-0.0031,0.557,0.38,-0.348,5.5177,0.0889,-0.0889,126.0,3.1,-3.1,1.51,0.08,-0.07,790.0,92.0,18.49,-12.13,43.5,3.0,6214.0,113.0,-87.0,4.238,0.033,-0.027,1.297,0.074,-0.054,289.34732,44.208511,10.5,1,2
0.995,25.7457957,0.000321,-0.000321,135.94806,0.00863,-0.00863,0.661,0.26,-0.433,7.073,0.205,-0.205,140.0,7.9,-7.9,1.73,0.31,-0.32,753.0,75.97,38.96,-29.48,19.3,2.0,6103.0,122.0,-134.0,4.202,0.149,-0.122,1.383,0.252,-0.252,281.56995,47.398689,13.66,1,2
0.0,85.34092607,3.41e-05,-3.41e-05,386.211642,0.000275,-0.000275,12.773,62.92,-2.511,10.6141,0.0135,-0.0135,51700.0,66.7,-66.7,1177.65,345.0,-115.0,409.0,6.61,5.9,-2.02,898.4,1.0,6004.0,190.0,-232.0,4.522,0.05,-0.2,0.898,0.263,-0.088,291.90237,44.683731,15.252,0,0
0.998,41.8085031,0.000294,-0.000294,148.70814,0.00603,-0.00603,0.011,0.437,-0.011,7.797,0.16,-0.16,190.0,7.2,-7.2,1.67,0.27,-0.29,582.0,27.15,12.0,-10.07,27.3,3.0,5794.0,105.0,-117.0,4.263,0.156,-0.104,1.225,0.194,-0.213,295.1189,48.481281,13.203,1,2
0.0,75.13194883,1.27e-05,-1.27e-05,184.429462,0.000134,-0.000134,0.487,0.001,-0.001,20.8729,0.00883,-0.00883,122000.0,41.9,-41.9,26.21,3.74,-2.3,359.0,3.94,1.84,-1.0,3625.5,1.0,5365.0,160.0,-144.0,4.586,0.052,-0.078,0.729,0.104,-0.064,292.72137,41.904919,14.658,0,0
1.0,10.0989634,0.000117,-0.000117,132.3351,0.00841,-0.00841,0.529,0.435,-0.325,6.428,0.472,-0.472,57.0,7.2,-7.2,1.03,0.18,-0.16,1016.0,251.36,118.44,-80.06,8.9,2.0,6174.0,74.0,-86.0,4.244,0.125,-0.125,1.318,0.243,-0.199,292.20471,37.221218,13.96,1,1
0.0,2.250826647,1.05e-06,-1.05e-06,170.321819,0.000386,-0.000386,1.221,6.357,-0.13,1.536,0.0231,-0.0231,534.0,6.6,-6.6,30.03,4.75,-4.26,1489.0,1161.8,511.85,-373.32,104.3,1.0,5779.0,104.0,-116.0,4.308,0.138,-0.113,1.119,0.177,-0.159,293.57629,46.775471,12.82,0,0
0.996,145.786556,0.00242,-0.00242,215.0441,0.0135,-0.0135,0.133,0.333,-0.133,4.891,0.391,-0.391,378.0,32.6,-32.6,1.82,0.24,-0.15,331.0,2.84,1.05,-0.65,13.9,1.0,5578.0,100.0,-111.0,4.44,0.081,-0.099,0.95,0.123,-0.082,285.66006,46.143471,14.41,1,1
0.0,0.605556082,2.27e-06,-2.27e-06,132.02856,0.00278,-0.00278,0.176,0.289,-0.176,1.2399,0.0979,-0.0979,102.0,8.0,-8.0,0.86,0.25,-0.06,2120.0,4796.94,4049.1,-1224.58,15.3,1.0,6123.0,166.0,-203.0,4.556,0.035,-0.196,0.846,0.243,-0.065,291.9837,38.595409,14.99,0,0
1.0,22.18332255,4.4e-05,-4.4e-05,169.49619,0.00158,-0.00158,0.024,0.367,-0.024,5.1364,0.0539,-0.0539,748.0,12.2,-12.2,2.78,0.38,-0.39,646.0,41.24,16.74,-12.86,70.3,1.0,5565.0,111.0,-100.0,4.361,0.138,-0.103,1.03,0.144,-0.144,289.52115,51.237309,14.118,1,2
0.954,13.84301228,9.08e-05,-9.08e-05,139.95334,0.00663,-0.00663,0.052,0.4,-0.052,4.077,0.165,-0.165,568.0,35.9,-35.9,1.98,0.5,-0.18,699.0,56.45,43.35,-15.88,17.5,1.0,5745.0,181.0,-201.0,4.559,0.042,-0.168,0.837,0.209,-0.075,296.26456,39.40596,15.48,1,1
1.0,24.31574009,7.34e-05,-7.34e-05,183.40875,0.00239,-0.00239,0.653,0.066,-0.471,4.1344,0.0778,-0.0778,643.0,17.4,-17.4,2.8,0.92,-0.3,683.0,51.53,49.48,-16.17,42.5,1.0,6242.0,168.0,-224.0,4.442,0.056,-0.21,1.047,0.343,-0.114,292.4274,44.381271,14.686,1,2
0.231,368.5224,0.0255,-0.0255,177.454,0.0566,-0.0566,1.22,69.6,-4.34,36.29,2.2,-2.2,1330.0,71.1,-71.1,26.7,8.0,-3.43,260.0,1.09,0.99,-0.38,22.7,1.0,6063.0,191.0,-233.0,4.473,0.07,-0.21,0.941,0.282,-0.121,293.7084,43.08815,15.564,0,0
0.761,2.118893997,7.72e-06,-7.72e-06,132.8042,0.0029,-0.0029,0.019,0.424,-0.019,0.822,0.159,-0.159,311.0,39.0,-39.0,1.41,0.31,-0.14,1230.0,541.53,378.17,-153.15,11.3,1.0,5504.0,182.0,-182.0,4.583,0.038,-0.152,0.796,0.176,-0.075,288.21072,42.556808,15.855,1,1
0.0,3.582076914,4.32e-06,-4.32e-06,355.515064,0.000864,-0.000864,0.966,0.011,-0.008,4.4228,0.0636,-0.0636,1530.0,17.7,-17.7,5.33,1.52,-0.7,1265.0,604.27,524.99,-215.04,138.4,1.0,6109.0,192.0,-235.0,4.422,0.09,-0.195,0.993,0.283,-0.131,296.07822,43.13694,15.193,0,0
0.0,1.221204888,3.23e-06,-3.23e-06,133.61014,0.00216,-0.00216,0.6,0.045,-0.475,1.8511,0.0731,-0.0731,112.0,4.9,-4.9,1.1,0.31,-0.19,1772.0,2334.4,1917.62,-901.14,27.3,1.0,5874.0,158.0,-158.0,4.378,0.153,-0.187,0.997,0.279,-0.172,298.84198,41.631531,14.135,0,0
0.0,45.03558951,6.83e-06,-6.83e-06,132.633531,0.000125,-0.000125,0.499,0.006,-0.005,9.8341,0.00739,-0.00739,405000.0,271.0,-271.0,82.4,24.2,-10.4,600.0,30.66,25.43,-9.89,1763.5,1.0,6484.0,145.0,-193.0,4.386,0.06,-0.18,1.153,0.339,-0.145,285.47278,46.69873,14.529,0,0
0.0,3.79654367,6.11e-05,-6.11e-05,133.2353,0.0226,-0.0226,1.081,0.069,-0.07,11.4071,0.0549,-0.0549,70800.0,304.0,-304.0,159.34,14.0,-74.7,2577.0,10412.56,3508.68,-7931.36,283.7,2.0,8117.0,251.0,-334.0,3.748,0.442,-0.078,3.07,0.27,-1.44,295.82617,45.78764,14.005,0,0
0.0,322.48381,0.0126,-0.0126,189.1585,0.0224,-0.0224,0.938,0.023,-0.608,22.99,1.7,-1.7,1020.0,44.2,-44.2,3.5,1.07,-0.36,259.0,1.06,0.96,-0.3,27.0,1.0,5968.0,161.0,-179.0,4.534,0.039,-0.221,0.881,0.271,-0.09,298.93066,40.419102,14.76,0,0
0.993,3.98864999,4.26e-05,-4.26e-05,134.8296,0.00991,-0.00991,0.355,0.093,-0.355,3.516,0.258,-0.258,94.2,9.0,-9.0,1.15,0.19,-0.18,1233.0,547.73,228.78,-180.95,12.4,1.0,5692.0,77.0,-77.0,4.288,0.137,-0.112,1.188,0.189,-0.189,284.72894,46.206478,15.016,1,1
0.0,1.89131005,1.73e-05,-1.73e-05,132.66204,0.00878,-0.00878,1.035,1.083,-0.057,5.687,0.391,-0.391,156.0,9.5,-9.5,6.4,1.24,-1.23,1590.0,1507.16,758.64,-571.25,18.7,1.0,5706.0,79.0,-68.0,4.255,0.198,-0.132,1.12,0.216,-0.216,290.31827,37.91098,15.157,0,0
1.0,7.95445779,3.5e-05,-3.5e-05,135.48462,0.00543,-0.00543,0.021,0.173,-0.021,4.6012,0.0179,-0.0179,6270.0,31.3,-31.3,9.5,3.0,-1.62,1064.0,303.36,290.77,-127.33,228.4,1.0,6217.0,194.0,-259.0,4.306,0.132,-0.198,1.196,0.378,-0.204,295.90891,42.988209,14.406,1,1
0.986,5.704593,4.44e-05,-4.44e-05,134.40102,0.00666,-0.00666,0.285,0.182,-0.285,1.149,0.231,-0.231,130.0,22.7,-22.7,0.95,0.2,-0.08,900.0,154.92,98.02,-39.91,8.5,1.0,5523.0,149.0,-166.0,4.566,0.034,-0.145,0.832,0.176,-0.07,287.04843,49.02861,14.572,1,1
1.0,46.1842039,0.000265,-0.000265,165.23729,0.0043,-0.0043,0.013,0.415,-0.013,4.758,0.13,-0.13,1390.0,56.4,-56.4,1.83,0.12,-0.15,273.0,1.32,0.29,-0.3,26.0,3.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,1,2
0.852,57.3888262,0.000582,-0.000582,141.62516,0.00752,-0.00752,0.876,0.083,-0.677,3.543,0.215,-0.215,344.0,31.6,-31.6,1.88,0.14,-0.1,406.0,6.41,1.46,-0.99,11.9,2.0,5242.0,84.0,-73.0,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803,1,1
0.0,2.115511511,3.39e-06,-3.39e-06,131.99137,0.0014,-0.0014,1.278,4.523,-0.349,8.5116,0.059,-0.059,25800.0,184.0,-184.0,36.16,1.75,-3.23,897.0,152.34,39.71,-44.32,153.3,1.0,4188.0,146.0,-161.0,4.615,0.053,-0.018,0.661,0.032,-0.059,287.17935,38.433701,15.582,0,0
0.0,15.92663277,1.57e-06,-1.57e-06,145.5519669,7.8e-05,-7.8e-05,0.672,0.009,-0.009,7.42888,0.00415,-0.00415,272000.0,132.0,-132.0,57.95,14.0,-7.01,670.0,47.68,35.07,-15.05,2278.9,1.0,5496.0,164.0,-164.0,4.471,0.075,-0.163,0.917,0.222,-0.111,292.52859,37.81002,14.88,0,0
0.0,1.1578141,6.12e-06,-6.12e-06,132.43684,0.00544,-0.00544,0.564,0.371,-0.354,3.253,0.109,-0.109,54.8,2.3,-2.3,1.24,0.67,-0.66,2133.0,4895.77,8240.09,-3960.6,27.8,1.0,5412.0,177.0,-160.0,3.941,0.651,-0.279,1.629,0.873,-0.873,296.97321,43.394669,13.548,0,0
1.0,5.83599485,4.1e-05,-4.1e-05,169.87446,0.00558,-0.00558,0.129,0.325,-0.128,2.062,0.178,-0.178,553.0,59.5,-59.5,1.92,0.2,-0.1,884.0,144.5,46.45,-24.96,11.2,1.0,5423.0,108.0,-108.0,4.542,0.033,-0.083,0.828,0.087,-0.044,284.06113,45.506851,12.465,1,2
1.0,21.85362905,9.23e-05,-9.23e-05,144.32031,0.00379,-0.00379,0.676,0.035,-0.511,3.439,0.108,-0.108,356.0,16.7,-16.7,1.75,0.47,-0.16,618.0,34.57,26.7,-8.92,23.0,1.0,5830.0,146.0,-161.0,4.54,0.044,-0.187,0.876,0.234,-0.078,290.72867,37.252651,14.246,1,2
1.0,5.17624997,6.41e-05,-6.41e-05,133.7381,0.0118,-0.0118,0.097,0.37,-0.097,5.261,0.27,-0.27,78.7,6.8,-6.8,1.31,0.21,-0.29,1243.0,565.42,239.37,-235.53,13.4,1.0,5578.0,83.0,-66.0,4.088,0.195,-0.09,1.497,0.237,-0.326,296.51205,49.72776,14.435,1,2
0.999,1.118547814,3.23e-06,-3.23e-06,132.84826,0.00224,-0.00224,0.221,0.249,-0.221,1.5534,0.0761,-0.0761,235.0,13.0,-13.0,0.98,0.08,-0.07,1174.0,447.97,148.57,-97.09,21.7,1.0,4496.0,134.0,-121.0,4.65,0.021,-0.049,0.658,0.058,-0.043,296.60342,44.129261,15.793,1,2
1.0,29.19899219,2.4e-05,-2.4e-05,185.440631,0.000656,-0.000656,0.043,0.33,-0.043,5.1227,0.0377,-0.0377,2050.0,13.3,-13.3,4.15,0.49,-0.32,540.0,20.05,7.02,-4.31,171.0,1.0,5376.0,107.0,-107.0,4.462,0.06,-0.09,0.94,0.11,-0.073,285.85367,38.384121,14.001,1,2
0.983,11.9216035,0.000118,-0.000118,137.47581,0.00815,-0.00815,0.929,0.04,-0.664,5.009,0.205,-0.205,43.2,3.1,-3.1,0.87,0.15,-0.06,851.0,123.89,52.32,-22.66,15.1,1.0,6006.0,72.0,-84.0,4.403,0.054,-0.117,1.082,0.178,-0.076,281.11234,43.227791,11.973,1,2
0.0,19.6001405,0.000238,-0.000238,138.5631,0.0117,-0.0117,0.971,0.027,-0.685,8.613,0.318,-0.318,282.0,15.0,-15.0,2.08,0.59,-0.2,676.0,49.23,41.04,-13.46,19.7,1.0,6003.0,161.0,-179.0,4.507,0.048,-0.192,0.932,0.265,-0.088,285.22256,45.70874,13.874,1,1
0.0,1.882438182,8.6e-08,-8.6e-08,132.7396834,3.81e-05,-3.81e-05,0.395,0.007,-0.004,3.50695,0.00119,-0.00119,344000.0,190.0,-190.0,74.77,19.2,-19.2,1818.0,2589.75,1964.74,-1325.08,2051.3,1.0,6322.0,171.0,-190.0,4.211,0.264,-0.176,1.213,0.312,-0.312,285.76071,46.367008,13.68,0,0
0.988,10.27127527,6.32e-05,-6.32e-05,135.17631,0.00475,-0.00475,0.046,0.414,-0.046,3.029,0.15,-0.15,344.0,24.2,-24.2,0.94,0.07,-0.08,510.0,16.02,4.48,-4.37,17.5,1.0,4405.0,119.0,-146.0,4.732,0.058,-0.031,0.511,0.037,-0.045,292.37979,47.644611,15.439,1,1
0.0,3.72273683,6.98e-05,-6.98e-05,134.6473,0.0165,-0.0165,0.52,0.451,-0.321,8.552,0.558,-0.558,37.8,3.1,-3.1,0.52,0.06,-0.03,1104.0,350.89,105.99,-49.33,14.7,1.0,5898.0,79.0,-79.0,4.567,0.022,-0.088,0.819,0.091,-0.039,291.96027,41.578609,13.945,0,0
0.133,260.02265,0.00402,-0.00402,329.8262,0.0111,-0.0111,0.842,0.078,-0.575,12.009,0.436,-0.436,2060.0,90.5,-90.5,3.13,0.29,-0.16,217.0,0.53,0.18,-0.11,25.7,6.0,5250.0,157.0,-141.0,4.684,0.032,-0.056,0.608,0.057,-0.031,290.51993,41.46513,14.288,0,0
0.979,28.655498,0.00106,-0.00106,157.1618,0.0331,-0.0331,0.079,0.367,-0.079,8.58,1.2,-1.2,174.0,22.0,-22.0,1.45,0.44,-0.17,658.0,44.37,39.87,-15.08,10.1,1.0,6268.0,174.0,-239.0,4.429,0.052,-0.208,1.1,0.335,-0.134,288.73029,42.334011,15.426,1,1
0.0,1.06484622,1.96e-05,-1.96e-05,131.5817,0.014,-0.014,0.242,0.252,-0.242,3.287,0.754,-0.754,42.4,3.4,-3.4,0.72,0.11,-0.04,2034.0,4059.63,1624.17,-605.89,12.5,1.0,6445.0,77.0,-77.0,4.417,0.03,-0.12,1.087,0.169,-0.06,289.64139,39.788029,14.772,0,0
0.0,14.44312745,1.65e-06,-1.65e-06,139.3903174,9.29e-05,-9.29e-05,0.98,0.028,-0.013,8.33598,0.00744,-0.00744,41700.0,28.0,-28.0,92.28,16.1,-37.4,1182.0,462.07,259.68,-318.65,2186.0,1.0,5757.0,183.0,-183.0,3.672,0.323,-0.108,2.736,0.476,-1.11,300.12634,45.633549,12.732,0,0
0.0,0.527679032,2.46e-06,-2.46e-06,131.81119,0.00423,-0.00423,0.284,0.194,-0.284,1.395,0.117,-0.117,84.1,6.9,-6.9,0.79,0.23,-0.07,2115.0,4714.94,3888.36,-1285.29,14.8,1.0,5799.0,155.0,-172.0,4.548,0.035,-0.196,0.86,0.242,-0.081,292.53864,49.538761,15.356,0,0
1.0,12.98494603,3.25e-05,-3.25e-05,139.78207,0.00203,-0.00203,0.046,0.378,-0.046,3.4497,0.0649,-0.0649,257.0,7.6,-7.6,1.64,0.24,-0.19,818.0,105.74,43.23,-30.05,38.4,1.0,5948.0,107.0,-119.0,4.384,0.11,-0.11,1.025,0.149,-0.122,286.43365,50.300331,13.029,1,2
0.798,6.78788113,8.15e-05,-8.15e-05,136.3345,0.00986,-0.00986,0.022,0.445,-0.022,2.26,0.351,-0.351,73.1,11.3,-11.3,2.44,0.39,-0.92,1679.0,1875.92,938.81,-1231.23,7.8,2.0,6537.0,176.0,-195.0,3.76,0.285,-0.095,2.829,0.457,-1.067,283.6788,41.096882,13.36,1,1
0.0,2.69634575,1.1e-05,-1.1e-05,132.9969,0.00342,-0.00342,0.54,0.007,-0.486,3.785,0.115,-0.115,185.0,6.2,-6.2,1.46,0.45,-0.26,1287.0,650.06,596.25,-256.52,35.4,1.0,5418.0,164.0,-147.0,4.335,0.205,-0.225,1.051,0.32,-0.187,283.78958,47.806431,14.544,0,0
1.0,3.41045981,1.36e-05,-1.36e-05,131.58062,0.00304,-0.00304,0.971,0.01,-0.682,2.866,0.1,-0.1,136.0,6.8,-6.8,1.06,0.07,-0.04,892.0,149.88,35.07,-21.68,22.5,3.0,4983.0,100.0,-100.0,4.66,0.017,-0.052,0.651,0.044,-0.024,286.75278,49.064911,14.139,1,2
0.005,1.039046871,8.41e-06,-8.41e-06,131.54272,0.00693,-0.00693,0.096,0.368,-0.096,1.689,0.207,-0.207,24.4,3.2,-3.2,0.48,0.1,-0.07,1774.0,2348.45,1421.05,-768.84,9.3,1.0,5689.0,152.0,-152.0,4.422,0.104,-0.138,0.976,0.197,-0.131,291.65018,38.40937,12.023,0,0
0.0,15.4032765,0.000255,-0.000255,137.9906,0.0145,-0.0145,0.623,0.043,-0.47,3.246,0.424,-0.424,253.0,33.2,-33.2,1.32,0.17,-0.15,626.0,36.41,15.7,-11.1,9.2,1.0,5272.0,158.0,-158.0,4.508,0.099,-0.081,0.799,0.102,-0.091,291.90961,47.174339,15.555,0,0
0.993,2.19251903,3.27e-05,-3.27e-05,132.2332,0.0104,-0.0104,0.616,0.362,-0.407,1.845,0.333,-0.333,18.1,3.2,-3.2,0.37,0.05,-0.01,1225.0,533.25,177.99,-78.86,6.6,4.0,5450.0,108.0,-108.0,4.563,0.017,-0.094,0.842,0.093,-0.033,285.20749,45.38435,12.404,1,1
0.992,5.77721259,2.8e-05,-2.8e-05,137.16696,0.00377,-0.00377,0.692,0.261,-0.456,2.462,0.116,-0.116,134.0,8.5,-8.5,2.17,0.42,-0.43,1260.0,596.37,341.42,-234.96,17.7,2.0,5416.0,130.0,-87.0,3.951,0.168,-0.112,1.756,0.344,-0.344,296.27771,46.89986,14.056,1,2
0.0,5.59727625,2.19e-05,-2.19e-05,131.86798,0.0034,-0.0034,0.403,0.06,-0.403,1.659,0.118,-0.118,201.0,15.5,-15.5,1.26,0.36,-0.12,975.0,213.15,177.55,-58.3,15.3,1.0,5796.0,155.0,-172.0,4.522,0.06,-0.192,0.876,0.249,-0.083,295.43375,42.16766,14.626,0,0
